id,rank,score,name,course,region,jis_code,pref,city,ward,station,type,gender,review,did_pref,did_city
7382,6961,41,向陽高等学校,福祉科,九州・沖縄,42205,長崎県,大村市,,大村駅,私立,共学,2.9499999999999997,48.1089553819695,70.1961277608311
7383,6961,41,向陽高等学校,調理科,九州・沖縄,42205,長崎県,大村市,,大村駅,私立,共学,2.9499999999999997,48.1089553819695,70.1961277608311
7384,6961,41,向陽高等学校,パティシエ科,九州・沖縄,42205,長崎県,大村市,,大村駅,私立,共学,2.9499999999999997,48.1089553819695,70.1961277608311
7385,6961,41,鎮西学院高等学校,商業科,九州・沖縄,42204,長崎県,諫早市,,諫早駅,私立,共学,3.32,48.1089553819695,46.9219735229956
7386,6961,41,長崎女子高等学校,,九州・沖縄,42201,長崎県,長崎市,,崇福寺駅,私立,女子校,3.08,48.1089553819695,71.0926920839465
7387,6961,41,湧心館高等学校,普通科[単位制],九州・沖縄,43100,熊本県,熊本市,中央区,市立体育館前駅,公立,共学,2.98,49.8099005868374,80.7979806865936
7388,6961,41,松橋高等学校,普通科地域創造コース,九州・沖縄,43213,熊本県,宇城市,,松橋駅,公立,共学,2.8299999999999996,49.8099005868374,13.9658437368495
7389,6961,41,岱志高等学校,普通科キャリアコース,九州・沖縄,43204,熊本県,荒尾市,,南荒尾駅,公立,共学,3.06,49.8099005868374,50.8636292099465
7390,6961,41,鹿本商工高等学校,電子機械科,九州・沖縄,43208,熊本県,山鹿市,,御代志駅,公立,共学,2.9099999999999997,49.8099005868374,25.1463539010709
7391,6961,41,球磨中央高等学校,情報処理科,九州・沖縄,43501,熊本県,錦町,,肥後西村駅,公立,共学,2.9,49.8099005868374,0
7392,6961,41,開新高等学校,普通科特進クラス,九州・沖縄,43100,熊本県,熊本市,中央区,水前寺駅,私立,共学,2.7,49.8099005868374,80.7979806865936
7393,6961,41,秀岳館高等学校,普通科総合コース,九州・沖縄,43202,熊本県,八代市,,八代駅,私立,共学,2.9299999999999997,49.8099005868374,44.3595764908546
7394,6961,41,城北高等学校,普通科特進コース,九州・沖縄,43208,熊本県,山鹿市,,木葉駅,私立,共学,2.8699999999999997,49.8099005868374,25.1463539010709
7395,6961,41,宇佐産業科学高等学校,電子機械科,九州・沖縄,44211,大分県,宇佐市,,豊前善光寺駅,公立,共学,2.98,48.7423610938095,0
7396,6961,41,国東高等学校,電子工業科,九州・沖縄,44214,大分県,国東市,,杵築駅,公立,共学,2.67,48.7423610938095,0
7397,6961,41,大分県立三重総合高等学校,生物環境科,九州・沖縄,44212,大分県,豊後大野市,,三重町駅,公立,共学,2.98,48.7423610938095,0
7398,6961,41,日田林工高等学校,林業科,九州・沖縄,44204,大分県,日田市,,光岡駅,公立,共学,3.3299999999999996,48.7423610938095,44.4627096733007
7399,6961,41,日本文理大学附属高等学校,普通科進学コース,九州・沖縄,44205,大分県,佐伯市,,佐伯駅,私立,共学,2.94,48.7423610938095,33.5776577762487
7400,6961,41,日本文理大学附属高等学校,普通科キャリアデザインコース,九州・沖縄,44205,大分県,佐伯市,,佐伯駅,私立,共学,2.94,48.7423610938095,33.5776577762487
7401,6961,41,日本文理大学附属高等学校,普通科ソーシャルコミュニケーションコース,九州・沖縄,44205,大分県,佐伯市,,佐伯駅,私立,共学,2.94,48.7423610938095,33.5776577762487
7402,6961,41,日本文理大学附属高等学校,情報技術科ICTイノベーションコース,九州・沖縄,44205,大分県,佐伯市,,佐伯駅,私立,共学,2.94,48.7423610938095,33.5776577762487
7403,6961,41,日本文理大学附属高等学校,情報技術科デジタルクリエーション,九州・沖縄,44205,大分県,佐伯市,,佐伯駅,私立,共学,2.94,48.7423610938095,33.5776577762487
7404,6961,41,富島高等学校,生活文化科,九州・沖縄,45206,宮崎県,日向市,,日向市駅,公立,共学,3.3,47.646637546093,66.6823190058529
7405,6961,41,日南振徳高等学校,商業マネジメント科,九州・沖縄,45204,宮崎県,日南市,,飫肥駅,公立,共学,3.29,47.646637546093,24.1543423536816
7406,6961,41,高鍋農業高等学校,食品科学科,九州・沖縄,45401,宮崎県,高鍋町,,高鍋駅,公立,共学,2.7,47.646637546093,48.4539704848911
7407,6961,41,高鍋農業高等学校,フードビジネス科,九州・沖縄,45401,宮崎県,高鍋町,,高鍋駅,公立,共学,2.7,47.646637546093,48.4539704848911
7408,6961,41,聖心ウルスラ学園高等学校,普通科総合コース,九州・沖縄,45203,宮崎県,延岡市,,南延岡駅,私立,共学,3.03,47.646637546093,66.5895231177256
7409,6961,41,日章学園高等学校,福祉科,九州・沖縄,45201,宮崎県,宮崎市,,日向住吉駅,私立,共学,3.11,47.646637546093,69.1049212760285
7410,6961,41,日章学園高等学校,トータルエステティック科,九州・沖縄,45201,宮崎県,宮崎市,,日向住吉駅,私立,共学,3.11,47.646637546093,69.1049212760285
7411,6961,41,延岡学園高等学校,普通科キャリアプランニングコース,九州・沖縄,45203,宮崎県,延岡市,,北延岡駅,私立,共学,3.24,47.646637546093,66.5895231177256
7412,6961,41,延岡学園高等学校,調理科,九州・沖縄,45203,宮崎県,延岡市,,北延岡駅,私立,共学,3.24,47.646637546093,66.5895231177256
7413,6961,41,鵬翔高等学校,未来創造学科メディカルデンタルコース,九州・沖縄,45201,宮崎県,宮崎市,,南宮崎駅,私立,共学,3.17,47.646637546093,69.1049212760285
7414,6961,41,宮崎日本大学高等学校,芸術学科,九州・沖縄,45201,宮崎県,宮崎市,,日向住吉駅,私立,共学,3.3299999999999996,47.646637546093,69.1049212760285
7415,6961,41,宮崎日本大学高等学校,ICTソリューション学科,九州・沖縄,45201,宮崎県,宮崎市,,日向住吉駅,私立,共学,3.3299999999999996,47.646637546093,69.1049212760285
7416,6961,41,鹿児島水産高等学校,情報通信科,九州・沖縄,46204,鹿児島県,枕崎市,,薩摩板敷駅,公立,共学,2.8699999999999997,41.5992761872142,40.3683921529476
7417,6961,41,薩南工業高等学校,機械科,九州・沖縄,46223,鹿児島県,南九州市,,瀬々串駅,公立,共学,2.9299999999999997,41.5992761872142,0
7418,6961,41,薩南工業高等学校,生活科学科,九州・沖縄,46223,鹿児島県,南九州市,,瀬々串駅,公立,共学,2.9299999999999997,41.5992761872142,0
7419,6961,41,蒲生高等学校,普通科,九州・沖縄,46225,鹿児島県,姶良市,,帖佐駅,公立,共学,2.9299999999999997,41.5992761872142,56.3131974642427
7420,6961,41,串良商業高等学校,総合ビジネス科,九州・沖縄,46203,鹿児島県,鹿屋市,,志布志駅,公立,共学,3.25,41.5992761872142,25.3778586689879
7421,6961,41,鹿屋市立鹿屋女子高等学校,生活科学科,九州・沖縄,46203,鹿児島県,鹿屋市,,宮ケ浜駅,公立,女子校,3.47,41.5992761872142,25.3778586689879
7422,6961,41,鹿児島高等学校,普通科,九州・沖縄,46201,鹿児島県,鹿児島市,,高見橋駅,私立,共学,3.13,41.5992761872142,80.6751662373046
7423,6961,41,龍桜高等学校,看護学科,九州・沖縄,46225,鹿児島県,姶良市,,錦江駅,私立,共学,2.9299999999999997,41.5992761872142,56.3131974642427
7424,6961,41,龍桜高等学校,医療福祉科,九州・沖縄,46225,鹿児島県,姶良市,,錦江駅,私立,共学,2.9299999999999997,41.5992761872142,56.3131974642427
7425,6961,41,龍桜高等学校,イングトクリエイト科,九州・沖縄,46225,鹿児島県,姶良市,,錦江駅,私立,共学,2.9299999999999997,41.5992761872142,56.3131974642427
7426,6961,41,れいめい高等学校,普通科みらい探究コース,九州・沖縄,46215,鹿児島県,薩摩川内市,,隈之城駅,私立,共学,2.65,41.5992761872142,22.959211281019
7427,6961,41,れいめい高等学校,普通科キャリアアップコース,九州・沖縄,46215,鹿児島県,薩摩川内市,,隈之城駅,私立,共学,2.65,41.5992761872142,22.959211281019
7428,6961,41,れいめい高等学校,工学科,九州・沖縄,46215,鹿児島県,薩摩川内市,,隈之城駅,私立,共学,2.65,41.5992761872142,22.959211281019
7429,6961,41,首里東高等学校,,九州・沖縄,47201,沖縄県,那覇市,,儀保駅,公立,共学,3.08,69.727015018944,99.6709956709957
7430,6961,41,駿台甲府高等学校今井キャンパス,,中部,19201,山梨県,甲府市,,甲斐住吉駅,私立,共学,2.8699999999999997,31.4674298187349,78.7363324208428
7431,6961,41,豊橋中央高等学校,,中部,23201,愛知県,豊橋市,,柳生橋駅,私立,共学,2.2,78.7843681367308,74.2476876747688
7432,7432,40,砂川高等学校,,北海道,1226,北海道,砂川市,,砂川駅,公立,共学,2.99,76.0440292813976,30.5289336406648
7433,7432,40,岩見沢農業高等学校,農業科学科,北海道,1210,北海道,岩見沢市,,岩見沢駅,公立,共学,3.22,76.0440292813976,59.2918568582453
7434,7432,40,岩見沢農業高等学校,畜産科学科,北海道,1210,北海道,岩見沢市,,岩見沢駅,公立,共学,3.22,76.0440292813976,59.2918568582453
7435,7432,40,岩見沢農業高等学校,食品科学科,北海道,1210,北海道,岩見沢市,,岩見沢駅,公立,共学,3.22,76.0440292813976,59.2918568582453
7436,7432,40,岩見沢農業高等学校,農業土木工学科,北海道,1210,北海道,岩見沢市,,岩見沢駅,公立,共学,3.22,76.0440292813976,59.2918568582453
7437,7432,40,岩見沢農業高等学校,環境造園科,北海道,1210,北海道,岩見沢市,,岩見沢駅,公立,共学,3.22,76.0440292813976,59.2918568582453
7438,7432,40,岩見沢農業高等学校,森林科学科,北海道,1210,北海道,岩見沢市,,岩見沢駅,公立,共学,3.22,76.0440292813976,59.2918568582453
7439,7432,40,岩見沢農業高等学校,生活科学科,北海道,1210,北海道,岩見沢市,,岩見沢駅,公立,共学,3.22,76.0440292813976,59.2918568582453
7440,7432,40,深川東高等学校,総合ビジネス科,北海道,1228,北海道,深川市,,深川駅,公立,共学,3.02,76.0440292813976,47.8616697439992
7441,7432,40,美唄尚栄高等学校,,北海道,1215,北海道,美唄市,,美唄駅,公立,共学,2.94,76.0440292813976,47.3766717288003
7442,7432,40,札幌東豊高等学校,,北海道,1100,北海道,札幌市,東区,あいの里公園駅,公立,共学,2.84,76.0440292813976,97.0934354247376
7443,7432,40,千歳北陽高等学校,,北海道,1224,北海道,千歳市,,長都駅,公立,共学,2.8699999999999997,76.0440292813976,86.089841755998
7444,7432,40,静内農業高等学校,食品科学科,北海道,1610,北海道,新ひだか町,,鵡川駅,公立,共学,3.3,76.0440292813976,51.3175628572757
7445,7432,40,静内農業高等学校,生産科学科,北海道,1610,北海道,新ひだか町,,鵡川駅,公立,共学,3.3,76.0440292813976,51.3175628572757
7446,7432,40,森高等学校,,北海道,1345,北海道,森町,,森駅,公立,共学,2.96,76.0440292813976,0
7447,7432,40,富良野高等学校,,北海道,1229,北海道,富良野市,,富良野駅,公立,共学,3.22,76.0440292813976,62.6851545123279
7448,7432,40,美幌高等学校,普通科,北海道,1543,北海道,美幌町,,美幌駅,公立,共学,2.8499999999999996,76.0440292813976,66.8182061293256
7449,7432,40,清里高等学校,,北海道,1546,北海道,清里町,,清里町駅,公立,共学,3.08,76.0440292813976,0
7450,7432,40,幕別清陵高等学校,,北海道,1643,北海道,幕別町,,幕別駅,公立,共学,2.8499999999999996,76.0440292813976,61.7441589691842
7451,7432,40,帯広農業高等学校,食品科学科,北海道,1207,北海道,帯広市,,帯広駅,公立,共学,3.25,76.0440292813976,90.8668396022482
7452,7432,40,士幌高等学校,フードシステム科,北海道,1632,北海道,士幌町,,柏林台駅,公立,共学,2.49,76.0440292813976,0
7453,7432,40,清水高等学校,,北海道,1636,北海道,清水町,,十勝清水駅,公立,共学,3.02,76.0440292813976,0
7454,7432,40,阿寒高等学校,,北海道,1206,北海道,釧路市,,庶路駅,公立,共学,2.8499999999999996,76.0440292813976,89.7478146561908
7455,7432,40,釧路工業高等学校,土木科,北海道,1206,北海道,釧路市,,東釧路駅,公立,共学,2.96,76.0440292813976,89.7478146561908
7456,7432,40,釧路工業高等学校,工業化学科,北海道,1206,北海道,釧路市,,東釧路駅,公立,共学,2.96,76.0440292813976,89.7478146561908
7457,7432,40,根室高等学校,商業科[単位制],北海道,1223,北海道,根室市,,東根室駅,公立,共学,3.02,76.0440292813976,56.8558207501218
7458,7432,40,中標津高等学校,普通科,北海道,1692,北海道,中標津町,,浜中駅,公立,共学,3.13,76.0440292813976,40.3954802259887
7459,7432,40,標津高等学校,,北海道,1693,北海道,標津町,,厚床駅,公立,共学,3.06,76.0440292813976,0
7460,7432,40,苫小牧中央高等学校,,北海道,1213,北海道,苫小牧市,,青葉駅,私立,共学,2.8499999999999996,76.0440292813976,83.5456431901148
7461,7432,40,函館大学付属柏稜高等学校,商業科情報ビジネスコース,北海道,1202,北海道,函館市,,柏木町駅,私立,共学,2.65,76.0440292813976,86.0445110003027
7462,7432,40,北照高等学校,普通科普通コース,北海道,1203,北海道,小樽市,,倶知安駅,私立,共学,2.8699999999999997,76.0440292813976,83.5038949137009
7463,7432,40,むつ工業高等学校,機械科,東北,2208,青森県,むつ市,,大湊駅,公立,共学,3.05,47.4176564479024,30.9761011404174
7464,7432,40,むつ工業高等学校,電気科,東北,2208,青森県,むつ市,,大湊駅,公立,共学,3.05,47.4176564479024,30.9761011404174
7465,7432,40,むつ工業高等学校,設備・エネルギー科,東北,2208,青森県,むつ市,,大湊駅,公立,共学,3.05,47.4176564479024,30.9761011404174
7466,7432,40,下山学園高等学校,,東北,2205,青森県,五所川原市,,五所川原駅,私立,共学,3.06,47.4176564479024,28.3030244092191
7467,7432,40,千葉学園高等学校,普通科,東北,2203,青森県,八戸市,,本八戸駅,私立,女子校,3.15,47.4176564479024,70.3869480563078
7468,7432,40,東奥学園高等学校,看護科,東北,2201,青森県,青森市,,筒井駅,私立,共学,3.02,47.4176564479024,79.6807319980232
7469,7432,40,八戸工業大学第一高等学校,普通科,東北,2203,青森県,八戸市,,白銀駅,私立,共学,3.13,47.4176564479024,70.3869480563078
7470,7432,40,八戸工業大学第一高等学校,工業科,東北,2203,青森県,八戸市,,白銀駅,私立,共学,3.13,47.4176564479024,70.3869480563078
7471,7432,40,八戸聖ウルスラ学院高等学校,音楽科,東北,2203,青森県,八戸市,,八戸駅,私立,共学,2.8,47.4176564479024,70.3869480563078
7472,7432,40,盛岡農業高等学校,動物科学科,東北,3216,岩手県,滝沢市,,滝沢駅,公立,共学,3.01,33.0635901180801,48.2862232138038
7473,7432,40,盛岡農業高等学校,食品科学科,東北,3216,岩手県,滝沢市,,滝沢駅,公立,共学,3.01,33.0635901180801,48.2862232138038
7474,7432,40,水沢工業高等学校,機械科,東北,3215,岩手県,奥州市,,水沢駅,公立,共学,3.05,33.0635901180801,22.1743095708227
7475,7432,40,水沢工業高等学校,電気科,東北,3215,岩手県,奥州市,,水沢駅,公立,共学,3.05,33.0635901180801,22.1743095708227
7476,7432,40,水沢工業高等学校,設備システム科,東北,3215,岩手県,奥州市,,水沢駅,公立,共学,3.05,33.0635901180801,22.1743095708227
7477,7432,40,水沢工業高等学校,インテリア科,東北,3215,岩手県,奥州市,,水沢駅,公立,共学,3.05,33.0635901180801,22.1743095708227
7478,7432,40,千厩高等学校,産業技術科,東北,3209,岩手県,一関市,,千厩駅,公立,共学,3.03,33.0635901180801,17.1952614087124
7479,7432,40,一関修紅高等学校,普通科幼児教育コース,東北,3209,岩手県,一関市,,一ノ関駅,私立,共学,2.8499999999999996,33.0635901180801,17.1952614087124
7480,7432,40,一関修紅高等学校,普通科総合コース,東北,3209,岩手県,一関市,,一ノ関駅,私立,共学,2.8499999999999996,33.0635901180801,17.1952614087124
7481,7432,40,宮城県農業高等学校,農業科・園芸科,東北,4207,宮城県,名取市,,名取駅,公立,共学,2.92,65.5508523907079,70.0995960263218
7482,7432,40,宮城県農業高等学校,農業機械科,東北,4207,宮城県,名取市,,名取駅,公立,共学,2.92,65.5508523907079,70.0995960263218
7483,7432,40,宮城県農業高等学校,生活科,東北,4207,宮城県,名取市,,名取駅,公立,共学,2.92,65.5508523907079,70.0995960263218
7484,7432,40,松島高等学校,観光科,東北,4401,宮城県,松島町,,高城町駅,公立,共学,2.6,65.5508523907079,49.4783457179314
7485,7432,40,小牛田農林高等学校,農業技術科農業土木コース,東北,4505,宮城県,美里町,,小牛田駅,公立,共学,3.19,65.5508523907079,0
7486,7432,40,桜坂高等学校,普通科キャリア探求コース,東北,4202,宮城県,石巻市,,石巻駅,公立,女子校,2.9499999999999997,65.5508523907079,56.9599931502451
7487,7432,40,聖ドミニコ学院高等学校,普通科未来探究進学コース,東北,4100,宮城県,仙台市,青葉区,国際センター駅,私立,女子校,3.49,65.5508523907079,91.589435253268
7488,7432,40,仙台育英学園高等学校,普通科フレックスコース,東北,4100,宮城県,仙台市,宮城野区,宮城野原駅,私立,共学,2.9299999999999997,65.5508523907079,91.589435253268
7489,7432,40,仙台育英学園高等学校,普通科技能開発コース,東北,4100,宮城県,仙台市,宮城野区,宮城野原駅,私立,共学,2.9299999999999997,65.5508523907079,91.589435253268
7490,7432,40,東北高等学校,普通科文教コース,東北,4100,宮城県,仙台市,青葉区,台原駅,私立,共学,3.19,65.5508523907079,91.589435253268
7491,7432,40,東北高等学校,普通科栄泉コース,東北,4100,宮城県,仙台市,青葉区,台原駅,私立,共学,3.19,65.5508523907079,91.589435253268
7492,7432,40,東北高等学校,普通科総合コース,東北,4100,宮城県,仙台市,青葉区,台原駅,私立,共学,3.19,65.5508523907079,91.589435253268
7493,7432,40,東北生活文化大学高等学校,普通科看護医療コース,東北,4100,宮城県,仙台市,泉区,黒松駅,私立,共学,2.82,65.5508523907079,91.589435253268
7494,7432,40,東北生活文化大学高等学校,普通科進学コース,東北,4100,宮城県,仙台市,泉区,黒松駅,私立,共学,2.82,65.5508523907079,91.589435253268
7495,7432,40,東北生活文化大学高等学校,普通科保育コース,東北,4100,宮城県,仙台市,泉区,黒松駅,私立,共学,2.82,65.5508523907079,91.589435253268
7496,7432,40,東北生活文化大学高等学校,普通科未来創造コース,東北,4100,宮城県,仙台市,泉区,黒松駅,私立,共学,2.82,65.5508523907079,91.589435253268
7497,7432,40,増田高等学校,農業科学科,東北,5203,秋田県,横手市,,十文字駅,公立,共学,2.62,35.5078988892155,13.0968382911577
7498,7432,40,新庄神室産業高等学校,食料生産科,東北,6205,山形県,新庄市,,新庄駅,公立,共学,3.02,46.1041715237536,51.5131273234201
7499,7432,40,本宮高等学校,普通科,東北,7214,福島県,本宮市,,本宮駅,公立,共学,3.14,42.1742441434207,0
7500,7432,40,本宮高等学校,情報会計科,東北,7214,福島県,本宮市,,本宮駅,公立,共学,3.14,42.1742441434207,0
7501,7432,40,磐城農業高等学校,食品流通科,東北,7204,福島県,いわき市,,植田駅,公立,共学,2.92,42.1742441434207,43.2498025116315
7502,7432,40,磐城農業高等学校,園芸科,東北,7204,福島県,いわき市,,植田駅,公立,共学,2.92,42.1742441434207,43.2498025116315
7503,7432,40,聖光学院高等学校,普通科スポーツ探究コース,東北,7213,福島県,伊達市,,伊達駅,私立,共学,2.8299999999999996,42.1742441434207,18.6950549450549
7504,7432,40,水戸農業高等学校,農業科,関東,8226,茨城県,那珂市,,後台駅,公立,共学,2.99,40.7899312489078,16.1844417031139
7505,7432,40,水戸農業高等学校,園芸科,関東,8226,茨城県,那珂市,,後台駅,公立,共学,2.99,40.7899312489078,16.1844417031139
7506,7432,40,水戸農業高等学校,畜産科,関東,8226,茨城県,那珂市,,後台駅,公立,共学,2.99,40.7899312489078,16.1844417031139
7507,7432,40,水戸農業高等学校,農業土木科,関東,8226,茨城県,那珂市,,後台駅,公立,共学,2.99,40.7899312489078,16.1844417031139
7508,7432,40,那珂湊高等学校,商業に関する学科,関東,8221,茨城県,ひたちなか市,,殿山駅,公立,共学,2.68,40.7899312489078,66.9334082679252
7509,7432,40,東海高等学校,,関東,8341,茨城県,東海村,,東海駅,公立,共学,2.78,40.7899312489078,43.5881871684569
7510,7432,40,波崎高等学校,普通科,関東,8232,茨城県,神栖市,,椎柴駅,公立,共学,2.9,40.7899312489078,27.0978691306807
7511,7432,40,波崎高等学校,機械科,関東,8232,茨城県,神栖市,,椎柴駅,公立,共学,2.9,40.7899312489078,27.0978691306807
7512,7432,40,波崎高等学校,電気科,関東,8232,茨城県,神栖市,,椎柴駅,公立,共学,2.9,40.7899312489078,27.0978691306807
7513,7432,40,石岡第一高等学校,園芸科,関東,8205,茨城県,石岡市,,石岡駅,公立,共学,2.59,40.7899312489078,36.2081000807544
7514,7432,40,石岡第二高等学校,普通科,関東,8205,茨城県,石岡市,,石岡駅,公立,共学,2.62,40.7899312489078,36.2081000807544
7515,7432,40,竜ヶ崎第二高等学校,人間文化科,関東,8208,茨城県,龍ケ崎市,,竜ヶ崎駅,公立,共学,2.7,40.7899312489078,65.6830672598796
7516,7432,40,鬼怒商業高等学校,,関東,8207,茨城県,結城市,,東結城駅,公立,共学,2.92,40.7899312489078,43.9253628196268
7517,7432,40,石下紫峰高等学校,,関東,8211,茨城県,常総市,,南石下駅,公立,共学,3.11,40.7899312489078,18.3713055199395
7518,7432,40,水戸女子高等学校,普通科選抜進学コース,関東,8201,茨城県,水戸市,,偕楽園駅,私立,女子校,2.79,40.7899312489078,64.3367752184273
7519,7432,40,水戸女子高等学校,普通科教養進学コース・福祉実践コース,関東,8201,茨城県,水戸市,,偕楽園駅,私立,女子校,2.79,40.7899312489078,64.3367752184273
7520,7432,40,水戸女子高等学校,商業科会計情報コース,関東,8201,茨城県,水戸市,,偕楽園駅,私立,女子校,2.79,40.7899312489078,64.3367752184273
7521,7432,40,鹿沼商工高等学校,情報科学科,関東,9205,栃木県,鹿沼市,,新鹿沼駅,公立,共学,2.8299999999999996,48.0620191128865,42.7860431976008
7522,7432,40,鹿沼商工高等学校,商業科,関東,9205,栃木県,鹿沼市,,新鹿沼駅,公立,共学,2.8299999999999996,48.0620191128865,42.7860431976008
7523,7432,40,足利清風高等学校,商業科,関東,9202,栃木県,足利市,,山前駅,公立,共学,3.23,48.0620191128865,63.0269575670485
7524,7432,40,真岡工業高等学校,建設科,関東,9209,栃木県,真岡市,,真岡駅,公立,共学,3.23,48.0620191128865,34.7282261158716
7525,7432,40,那須清峰高等学校,機械科,関東,9213,栃木県,那須塩原市,,西那須野駅,公立,共学,2.98,48.0620191128865,26.7850013019703
7526,7432,40,作新学院高等学校,情報科学部商業システム科,関東,9201,栃木県,宇都宮市,,東武宇都宮駅,私立,共学,3.48,48.0620191128865,77.8044440846099
7527,7432,40,作新学院高等学校,情報科学部電気・電子システム科,関東,9201,栃木県,宇都宮市,,東武宇都宮駅,私立,共学,3.48,48.0620191128865,77.8044440846099
7528,7432,40,作新学院高等学校,情報科学部自動車整備士養成科,関東,9201,栃木県,宇都宮市,,東武宇都宮駅,私立,共学,3.48,48.0620191128865,77.8044440846099
7529,7432,40,作新学院高等学校,情報科学部ライフデザイン科,関東,9201,栃木県,宇都宮市,,東武宇都宮駅,私立,共学,3.48,48.0620191128865,77.8044440846099
7530,7432,40,作新学院高等学校,情報科学部普通科総合選択コース,関東,9201,栃木県,宇都宮市,,東武宇都宮駅,私立,共学,3.48,48.0620191128865,77.8044440846099
7531,7432,40,白鴎大学足利高等学校,普通科進学コース,関東,9202,栃木県,足利市,,足利駅,私立,共学,2.96,48.0620191128865,63.0269575670485
7532,7432,40,文星芸術大学附属高等学校,総合ビジネス科,関東,9201,栃木県,宇都宮市,,東武宇都宮駅,私立,共学,2.78,48.0620191128865,77.8044440846099
7533,7432,40,矢板中央高等学校,普通科普通コース,関東,9211,栃木県,矢板市,,矢板駅,私立,共学,2.52,48.0620191128865,31.9204235520616
7534,7432,40,太田工業高等学校,電気情報科,関東,10205,群馬県,太田市,,竜舞駅,公立,共学,3.08,41.7466775995173,39.7970530998054
7535,7432,40,藤岡北高等学校,,関東,10209,群馬県,藤岡市,,群馬藤岡駅,公立,共学,3.22,41.7466775995173,27.1130712445266
7536,7432,40,富岡実業高等学校,電子機械科,関東,10210,群馬県,富岡市,,上州富岡駅,公立,共学,3.26,41.7466775995173,19.9026261434051
7537,7432,40,樹徳高等学校,普通科Ｊ(普通)コース,関東,10203,群馬県,桐生市,,桐生駅,私立,共学,2.9299999999999997,41.7466775995173,63.6300436845319
7538,7432,40,明和県央高等学校,普通科競技スポーツコース,関東,10202,群馬県,高崎市,,群馬総社駅,私立,共学,2.51,41.7466775995173,54.0937279642226
7539,7432,40,栗橋北彩高等学校,,関東,11232,埼玉県,久喜市,,栗橋駅,公立,共学,2.8699999999999997,81.6736001764522,65.4566946912646
7540,7432,40,鶴ヶ島清風高等学校,,関東,11241,埼玉県,鶴ヶ島市,,一本松駅,公立,共学,2.9299999999999997,81.6736001764522,83.4362565426359
7541,7432,40,蓮田松韻高等学校,,関東,11238,埼玉県,蓮田市,,白岡駅,公立,共学,2.78,81.6736001764522,68.9214458771687
7542,7432,40,日高高等学校,普通科,関東,11242,埼玉県,日高市,,武蔵高萩駅,公立,共学,2.8499999999999996,81.6736001764522,45.5058547580217
7543,7432,40,妻沼高等学校,,関東,11202,埼玉県,熊谷市,,西小泉駅,公立,共学,2.76,81.6736001764522,56.3469896870098
7544,7432,40,児玉高等学校,生物資源科,関東,11211,埼玉県,本庄市,,児玉駅,公立,共学,2.65,81.6736001764522,57.42086573585
7545,7432,40,児玉高等学校,環境デザイン科,関東,11211,埼玉県,本庄市,,児玉駅,公立,共学,2.65,81.6736001764522,57.42086573585
7546,7432,40,羽生実業高等学校,農業経済科,関東,11216,埼玉県,羽生市,,西羽生駅,公立,共学,2.8699999999999997,81.6736001764522,36.7995913888994
7547,7432,40,羽生実業高等学校,情報処理科,関東,11216,埼玉県,羽生市,,西羽生駅,公立,共学,2.8699999999999997,81.6736001764522,36.7995913888994
7548,7432,40,久喜工業高等学校,電気科,関東,11232,埼玉県,久喜市,,久喜駅,公立,共学,2.8,81.6736001764522,65.4566946912646
7549,7432,40,久喜工業高等学校,情報技術科,関東,11232,埼玉県,久喜市,,久喜駅,公立,共学,2.8,81.6736001764522,65.4566946912646
7550,7432,40,秩父農工科学高等学校,電気システム科,関東,11207,埼玉県,秩父市,,大野原駅,公立,共学,2.94,81.6736001764522,44.0007373395449
7551,7432,40,秩父農工科学高等学校,機械システム科,関東,11207,埼玉県,秩父市,,大野原駅,公立,共学,2.94,81.6736001764522,44.0007373395449
7552,7432,40,三郷工業技術高等学校,電気科,関東,11237,埼玉県,三郷市,,新三郷駅,公立,共学,2.8699999999999997,81.6736001764522,92.487952442928
7553,7432,40,三郷工業技術高等学校,情報技術科,関東,11237,埼玉県,三郷市,,新三郷駅,公立,共学,2.8699999999999997,81.6736001764522,92.487952442928
7554,7432,40,秩父農工科学高等学校,ライフデザイン科,関東,11207,埼玉県,秩父市,,大野原駅,公立,共学,2.94,81.6736001764522,44.0007373395449
7555,7432,40,ふじみ野高等学校,スポーツサイエンス科,関東,11245,埼玉県,ふじみ野市,,ふじみ野駅,公立,共学,2.82,81.6736001764522,93.7199045749448
7556,7432,40,東野高等学校,普通科進学コースアドバンスＡクラス,関東,11225,埼玉県,入間市,,箱根ケ崎駅,私立,共学,2.3099999999999996,81.6736001764522,84.1257526553199
7557,7432,40,泉高等学校,,関東,12100,千葉県,千葉市,若葉区,千城台駅,公立,共学,3.12,76.754353582158,91.4787512398059
7558,7432,40,浦安高等学校,,関東,12227,千葉県,浦安市,,新浦安駅,公立,共学,2.74,76.754353582158,100
7559,7432,40,鎌ヶ谷西高等学校,,関東,12224,千葉県,鎌ケ谷市,,六実駅,公立,共学,2.8499999999999996,76.754353582158,91.4019575737729
7560,7432,40,流山南高等学校,,関東,12220,千葉県,流山市,,平和台駅,公立,共学,2.68,76.754353582158,91.3849956717322
7561,7432,40,八街高等学校,,関東,12230,千葉県,八街市,,榎戸駅,公立,共学,2.9499999999999997,76.754353582158,12.9997776295308
7562,7432,40,安房拓心高等学校,,関東,12234,千葉県,南房総市,,南三原駅,公立,共学,3.12,76.754353582158,0
