id,rank,score,name,course,region,jis_code,pref,city,ward,station,distance,type,gender,review,did_pref,did_city
2890,2787,40,横浜翠陵中学校,1回英語資格,関東,14100,神奈川県,横浜市,緑区,十日市場駅,24,私立,共学,2.86,94.6540436924625,97.6473537594133
2891,2787,40,横浜翠陵中学校,2回,関東,14100,神奈川県,横浜市,緑区,十日市場駅,24,私立,共学,2.86,94.6540436924625,97.6473537594133
2892,2787,40,横浜翠陵中学校,2回英語資格,関東,14100,神奈川県,横浜市,緑区,十日市場駅,24,私立,共学,2.86,94.6540436924625,97.6473537594133
2893,2787,40,横浜翠陵中学校,3回,関東,14100,神奈川県,横浜市,緑区,十日市場駅,24,私立,共学,2.86,94.6540436924625,97.6473537594133
2894,2787,40,横浜翠陵中学校,4回,関東,14100,神奈川県,横浜市,緑区,十日市場駅,24,私立,共学,2.86,94.6540436924625,97.6473537594133
2895,2787,40,横浜翠陵中学校,5回,関東,14100,神奈川県,横浜市,緑区,十日市場駅,24,私立,共学,2.86,94.6540436924625,97.6473537594133
2896,2787,40,横浜隼人中学校,適性･自己ｱﾋﾟｰﾙ,関東,14100,神奈川県,横浜市,瀬谷区,希望ヶ丘駅,29,私立,共学,2.66,94.6540436924625,97.6473537594133
2897,2787,40,北鎌倉女子学園中学校,音楽ｺｰｽ,関東,14204,神奈川県,鎌倉市,NA,北鎌倉駅,7,私立,女子校,3.05,94.6540436924625,96.373690000579
2898,2787,40,北鎌倉女子学園中学校,先進ｺｰｽｴｯｾｲ1,関東,14204,神奈川県,鎌倉市,NA,北鎌倉駅,7,私立,女子校,3.05,94.6540436924625,96.373690000579
2899,2787,40,北鎌倉女子学園中学校,先進ｺｰｽｴｯｾｲ2,関東,14204,神奈川県,鎌倉市,NA,北鎌倉駅,7,私立,女子校,3.05,94.6540436924625,96.373690000579
2900,2787,40,北鎌倉女子学園中学校,先進ｺｰｽ英語ﾌﾟﾚｾﾞﾝ1,関東,14204,神奈川県,鎌倉市,NA,北鎌倉駅,7,私立,女子校,3.05,94.6540436924625,96.373690000579
2901,2787,40,北鎌倉女子学園中学校,先進ｺｰｽ英語ﾌﾟﾚｾﾞﾝ2,関東,14204,神奈川県,鎌倉市,NA,北鎌倉駅,7,私立,女子校,3.05,94.6540436924625,96.373690000579
2902,2787,40,鎌倉女子大学中等部,ﾌﾟﾛｸﾞﾚｽ4,関東,14204,神奈川県,鎌倉市,NA,本郷台駅,15,私立,女子校,2.72,94.6540436924625,96.373690000579
2903,2787,40,鎌倉女子大学中等部,ﾌﾟﾛｸﾞﾚｽ5,関東,14204,神奈川県,鎌倉市,NA,本郷台駅,15,私立,女子校,2.72,94.6540436924625,96.373690000579
2904,2787,40,鎌倉女子大学中等部,国際教養･適性1,関東,14204,神奈川県,鎌倉市,NA,本郷台駅,15,私立,女子校,2.72,94.6540436924625,96.373690000579
2905,2787,40,鎌倉女子大学中等部,国際教養･適性2,関東,14204,神奈川県,鎌倉市,NA,本郷台駅,15,私立,女子校,2.72,94.6540436924625,96.373690000579
2906,2787,40,鎌倉女子大学中等部,国際教養･適性③,関東,14204,神奈川県,鎌倉市,NA,本郷台駅,15,私立,女子校,2.72,94.6540436924625,96.373690000579
2907,2787,40,藤嶺学園藤沢中学校,得意2科B,関東,14205,神奈川県,藤沢市,NA,藤沢駅,19,私立,男子校,3.11,94.6540436924625,94.1726462274408
2908,2787,40,聖和学院中学校,1回,関東,14208,神奈川県,逗子市,NA,逗子駅,14,私立,女子校,2.98,94.6540436924625,95.720294426919
2909,2787,40,聖和学院中学校,2回,関東,14208,神奈川県,逗子市,NA,逗子駅,14,私立,女子校,2.98,94.6540436924625,95.720294426919
2910,2787,40,聖和学院中学校,3回,関東,14208,神奈川県,逗子市,NA,逗子駅,14,私立,女子校,2.98,94.6540436924625,95.720294426919
2911,2787,40,東海大学付属相模高等学校中等部,A,関東,14150,神奈川県,相模原市,南区,小田急相模原駅,12,私立,共学,2.8,94.6540436924625,91.7777290752633
2912,2787,40,函嶺白百合学園中学校,2回,関東,14382,神奈川県,箱根町,NA,公園上駅,3,私立,女子校,3.4099999999999997,94.6540436924625,0
2913,2787,40,城西川越中学校,2回総合一貫,関東,11201,埼玉県,川越市,NA,西川越駅,NA,私立,男子校,3.7800000000000002,81.6736001764522,80.9454241886674
2914,2787,40,本庄東高等学校附属中学校,第1回,関東,11211,埼玉県,本庄市,NA,本庄駅,NA,私立,共学,2.8899999999999997,81.6736001764522,57.42086573585
2915,2787,40,本庄東高等学校附属中学校,第2回,関東,11211,埼玉県,本庄市,NA,本庄駅,NA,私立,共学,2.8899999999999997,81.6736001764522,57.42086573585
2916,2787,40,和洋国府台女子中学校,推薦探求型,関東,12203,千葉県,市川市,NA,北国分駅,NA,私立,女子校,3.2600000000000002,76.754353582158,97.9121197722459
2917,2787,40,光英ＶＥＲＩＴＡＳ中学校,第2回,関東,12207,千葉県,松戸市,NA,秋山駅,10,私立,共学,3.22,76.754353582158,97.8192890059249
2918,2787,40,光英ＶＥＲＩＴＡＳ中学校,探求,関東,12207,千葉県,松戸市,NA,秋山駅,10,私立,共学,3.22,76.754353582158,97.8192890059249
2919,2787,40,光英ＶＥＲＩＴＡＳ中学校,第3回,関東,12207,千葉県,松戸市,NA,秋山駅,10,私立,共学,3.22,76.754353582158,97.8192890059249
2920,2787,40,八千代松陰中学校,ﾚｯｽﾝﾙｰﾑ推薦,関東,12221,千葉県,八千代市,NA,勝田台駅,28,私立,共学,3.11,76.754353582158,91.92924239842
2921,2787,40,茨城キリスト教学園中学校,1回単願,関東,8202,茨城県,日立市,NA,大甕駅,16,私立,共学,3.16,40.7899312489078,83.4540536823527
2922,2787,40,茨城キリスト教学園中学校,2回一般B,関東,8202,茨城県,日立市,NA,大甕駅,16,私立,共学,3.16,40.7899312489078,83.4540536823527
2923,2787,40,茨城キリスト教学園中学校,2回適性検査型,関東,8202,茨城県,日立市,NA,大甕駅,16,私立,共学,3.16,40.7899312489078,83.4540536823527
2924,2787,40,茨城キリスト教学園中学校,3回一般C,関東,8202,茨城県,日立市,NA,大甕駅,16,私立,共学,3.16,40.7899312489078,83.4540536823527
2925,2787,40,土浦日本大学中等教育学校ICL総合,NA,関東,8203,茨城県,土浦市,NA,土浦駅,NA,私立,共学,3.25,40.7899312489078,59.3254219632023
2926,2787,40,桐生大学附属中学校,ｽﾎﾟｰﾂ入試･進学ｽﾎﾟｰﾂ,関東,10203,群馬県,桐生市,NA,桐生駅,11,私立,共学,3.71,41.7466775995173,63.6300436845319
2927,2787,40,セントヨゼフ女子学園中学校,AO 英語重視型,近畿,24201,三重県,津市,NA,阿漕駅,12,私立,女子校,3.66,43.7261545518327,50.1069072656873
2928,2787,40,プール学院中学校,一次A総合特進専願,近畿,27100,大阪府,大阪市,生野区,桃谷駅,6,私立,女子校,3.4499999999999997,95.935960605068,99.9851039742597
2929,2787,40,大阪信愛学院中学校,AⅠ型学際,近畿,27100,大阪府,大阪市,城東区,新森古市駅,8,私立,共学,3.04,95.935960605068,99.9851039742597
2930,2787,40,大阪信愛学院中学校,AⅡ型学際,近畿,27100,大阪府,大阪市,城東区,新森古市駅,8,私立,共学,3.04,95.935960605068,99.9851039742597
2931,2787,40,大阪信愛学院中学校,BⅠ型学際,近畿,27100,大阪府,大阪市,城東区,新森古市駅,8,私立,共学,3.04,95.935960605068,99.9851039742597
2932,2787,40,大谷中学校,大阪･一次A凛花,近畿,27100,大阪府,大阪市,阿倍野区,松田町駅,7,私立,女子校,3.32,95.935960605068,99.9851039742597
2933,2787,40,大谷中学校,大阪･一次B凛花,近畿,27100,大阪府,大阪市,阿倍野区,松田町駅,7,私立,女子校,3.32,95.935960605068,99.9851039742597
2934,2787,40,大谷中学校,大阪･一次C凛花,近畿,27100,大阪府,大阪市,阿倍野区,松田町駅,7,私立,女子校,3.32,95.935960605068,99.9851039742597
2935,2787,40,大谷中学校,大阪･二次凛花,近畿,27100,大阪府,大阪市,阿倍野区,松田町駅,7,私立,女子校,3.32,95.935960605068,99.9851039742597
2936,2787,40,帝塚山学院中学校,1次Aヴｪﾙｼﾞｪ,近畿,27100,大阪府,大阪市,住吉区,帝塚山駅,2,私立,女子校,3.54,95.935960605068,99.9851039742597
2937,2787,40,帝塚山学院中学校,1次Aヴｪﾙｼﾞｪ,近畿,27100,大阪府,大阪市,住吉区,帝塚山駅,2,私立,女子校,3.54,95.935960605068,99.9851039742597
2938,2787,40,帝塚山学院中学校,"1次Bヴｪﾙｼﾞｪ
総合評価
3.54(56件)
偏差値
40
私立 / 女子校 / 大阪府大阪市住吉区 帝塚山駅(徒歩2分)",近畿,27100,大阪府,大阪市,住吉区,帝塚山駅,2,私立,女子校,3.54,95.935960605068,99.9851039742597
2939,2787,40,帝塚山学院中学校,1次Bヴｪﾙｼﾞｪ,近畿,27100,大阪府,大阪市,住吉区,帝塚山駅,2,私立,女子校,3.54,95.935960605068,99.9851039742597
2940,2787,40,浪速中学校,1次BⅡ類,近畿,27100,大阪府,大阪市,住吉区,我孫子前駅,7,私立,共学,3.68,95.935960605068,99.9851039742597
2941,2787,40,浪速中学校,2月特別選抜Ⅱ類,近畿,27100,大阪府,大阪市,住吉区,我孫子前駅,7,私立,共学,3.68,95.935960605068,99.9851039742597
2942,2787,40,浪速中学校,2次Ⅱ類,近畿,27100,大阪府,大阪市,住吉区,我孫子前駅,7,私立,共学,3.68,95.935960605068,99.9851039742597
2943,2787,40,金蘭会中学校,A一般,近畿,27100,大阪府,大阪市,北区,福島駅,8,私立,女子校,2.73,95.935960605068,99.9851039742597
2944,2787,40,金蘭会中学校,A一般英語,近畿,27100,大阪府,大阪市,北区,福島駅,8,私立,女子校,2.73,95.935960605068,99.9851039742597
2945,2787,40,金蘭会中学校,B一般,近畿,27100,大阪府,大阪市,北区,福島駅,8,私立,女子校,2.73,95.935960605068,99.9851039742597
2946,2787,40,金蘭会中学校,B一般英語,近畿,27100,大阪府,大阪市,北区,福島駅,8,私立,女子校,2.73,95.935960605068,99.9851039742597
2947,2787,40,金蘭会中学校,C,近畿,27100,大阪府,大阪市,北区,福島駅,8,私立,女子校,2.73,95.935960605068,99.9851039742597
2948,2787,40,金蘭会中学校,D,近畿,27100,大阪府,大阪市,北区,福島駅,8,私立,女子校,2.73,95.935960605068,99.9851039742597
2949,2787,40,金蘭会中学校,E,近畿,27100,大阪府,大阪市,北区,福島駅,8,私立,女子校,2.73,95.935960605068,99.9851039742597
2950,2787,40,金蘭会中学校,K方式入試自己ｱﾋﾟｰﾙ,近畿,27100,大阪府,大阪市,北区,福島駅,8,私立,女子校,2.73,95.935960605068,99.9851039742597
2951,2787,40,追手門学院大手前中学校,A特進,近畿,27100,大阪府,大阪市,中央区,天満橋駅,8,私立,共学,2.8699999999999997,95.935960605068,99.9851039742597
2952,2787,40,追手門学院大手前中学校,B特進,近畿,27100,大阪府,大阪市,中央区,天満橋駅,8,私立,共学,2.8699999999999997,95.935960605068,99.9851039742597
2953,2787,40,追手門学院大手前中学校,C特進,近畿,27100,大阪府,大阪市,中央区,天満橋駅,8,私立,共学,2.8699999999999997,95.935960605068,99.9851039742597
2954,2787,40,追手門学院大手前中学校,D特進,近畿,27100,大阪府,大阪市,中央区,天満橋駅,8,私立,共学,2.8699999999999997,95.935960605068,99.9851039742597
2955,2787,40,追手門学院大手前中学校,WILL特進,近畿,27100,大阪府,大阪市,中央区,天満橋駅,8,私立,共学,2.8699999999999997,95.935960605068,99.9851039742597
2956,2787,40,相愛中学校,B進学,近畿,27100,大阪府,大阪市,中央区,本町駅,4,私立,女子校,2.96,95.935960605068,99.9851039742597
2957,2787,40,相愛中学校,C進学,近畿,27100,大阪府,大阪市,中央区,本町駅,4,私立,女子校,2.96,95.935960605068,99.9851039742597
2958,2787,40,堺リベラル中学校,1次B,近畿,27140,大阪府,堺市,堺区,浅香駅,7,私立,女子校,3.4,95.935960605068,95.4018647696999
2959,2787,40,堺リベラル中学校,1次B特別選抜,近畿,27140,大阪府,堺市,堺区,浅香駅,7,私立,女子校,3.4,95.935960605068,95.4018647696999
2960,2787,40,堺リベラル中学校,2月,近畿,27140,大阪府,堺市,堺区,浅香駅,7,私立,女子校,3.4,95.935960605068,95.4018647696999
2961,2787,40,堺リベラル中学校,2月特別選抜,近畿,27140,大阪府,堺市,堺区,浅香駅,7,私立,女子校,3.4,95.935960605068,95.4018647696999
2962,2787,40,堺リベラル中学校,2次,近畿,27140,大阪府,堺市,堺区,浅香駅,7,私立,女子校,3.4,95.935960605068,95.4018647696999
2963,2787,40,堺リベラル中学校,2次特別選抜,近畿,27140,大阪府,堺市,堺区,浅香駅,7,私立,女子校,3.4,95.935960605068,95.4018647696999
2964,2787,40,箕面自由学園中学校,A午後ｸﾞﾛｰﾊﾞﾙ,近畿,27203,大阪府,豊中市,NA,桜井駅,12,私立,共学,3.3299999999999996,95.935960605068,100
2965,2787,40,箕面自由学園中学校,A午前MJG-Eｸﾞﾛｰﾊﾞﾙ,近畿,27203,大阪府,豊中市,NA,桜井駅,12,私立,共学,3.3299999999999996,95.935960605068,100
2966,2787,40,箕面自由学園中学校,A午前MJG-Jｸﾞﾛｰﾊﾞﾙ,近畿,27203,大阪府,豊中市,NA,桜井駅,12,私立,共学,3.3299999999999996,95.935960605068,100
2967,2787,40,箕面自由学園中学校,A午前ｸﾞﾛｰﾊﾞﾙ,近畿,27203,大阪府,豊中市,NA,桜井駅,12,私立,共学,3.3299999999999996,95.935960605068,100
2968,2787,40,箕面自由学園中学校,B午後ｸﾞﾛｰﾊﾞﾙ,近畿,27203,大阪府,豊中市,NA,桜井駅,12,私立,共学,3.3299999999999996,95.935960605068,100
2969,2787,40,箕面自由学園中学校,Cｸﾞﾛｰﾊﾞﾙ,近畿,27203,大阪府,豊中市,NA,桜井駅,12,私立,共学,3.3299999999999996,95.935960605068,100
2970,2787,40,履正社中学校,後期学藝,近畿,27203,大阪府,豊中市,NA,服部天神駅,22,私立,共学,3.09,95.935960605068,100
2971,2787,40,大阪青凌中学校,1次B進学,近畿,27301,大阪府,島本町,NA,御殿山駅,NA,私立,共学,2.84,95.935960605068,97.3970963882692
2972,2787,40,大阪青凌中学校,2次A進学,近畿,27301,大阪府,島本町,NA,御殿山駅,NA,私立,共学,2.84,95.935960605068,97.3970963882692
2973,2787,40,金光大阪中学校,1次B,近畿,27207,大阪府,高槻市,NA,上牧駅,6,私立,共学,2.82,95.935960605068,95.2259440087554
2974,2787,40,金光大阪中学校,2次,近畿,27207,大阪府,高槻市,NA,上牧駅,6,私立,共学,2.82,95.935960605068,95.2259440087554
2975,2787,40,香里ヌヴェール学院中学校,B英語ｲﾝﾀﾋﾞｭｰ GSC,近畿,27215,大阪府,寝屋川市,NA,香里園駅,14,私立,共学,3.13,95.935960605068,98.9923084624325
2976,2787,40,香里ヌヴェール学院中学校,B英語ｲﾝﾀﾋﾞｭｰ SAC,近畿,27215,大阪府,寝屋川市,NA,香里園駅,14,私立,共学,3.13,95.935960605068,98.9923084624325
2977,2787,40,香里ヌヴェール学院中学校,C英語ｲﾝﾀﾋﾞｭｰ GSC,近畿,27215,大阪府,寝屋川市,NA,香里園駅,14,私立,共学,3.13,95.935960605068,98.9923084624325
2978,2787,40,香里ヌヴェール学院中学校,C英語ｲﾝﾀﾋﾞｭｰ SAC,近畿,27215,大阪府,寝屋川市,NA,香里園駅,14,私立,共学,3.13,95.935960605068,98.9923084624325
2979,2787,40,香里ヌヴェール学院中学校,ﾇヴｪｰﾙ専願 GSC,近畿,27215,大阪府,寝屋川市,NA,香里園駅,14,私立,共学,3.13,95.935960605068,98.9923084624325
2980,2787,40,アサンプション国際中学校,A午後 英語型,近畿,27220,大阪府,箕面市,NA,箕面駅,17,私立,共学,2.7800000000000002,95.935960605068,92.6578893532455
2981,2787,40,アサンプション国際中学校,A午後 算数型,近畿,27220,大阪府,箕面市,NA,箕面駅,17,私立,共学,2.7800000000000002,95.935960605068,92.6578893532455
2982,2787,40,アサンプション国際中学校,A午後 思考力型,近畿,27220,大阪府,箕面市,NA,箕面駅,17,私立,共学,2.7800000000000002,95.935960605068,92.6578893532455
2983,2787,40,アサンプション国際中学校,A午前 英語型,近畿,27220,大阪府,箕面市,NA,箕面駅,17,私立,共学,2.7800000000000002,95.935960605068,92.6578893532455
2984,2787,40,アサンプション国際中学校,A午前 国算型,近畿,27220,大阪府,箕面市,NA,箕面駅,17,私立,共学,2.7800000000000002,95.935960605068,92.6578893532455
2985,2787,40,アサンプション国際中学校,B 英語型,近畿,27220,大阪府,箕面市,NA,箕面駅,17,私立,共学,2.7800000000000002,95.935960605068,92.6578893532455
2986,2787,40,アサンプション国際中学校,B 国算型,近畿,27220,大阪府,箕面市,NA,箕面駅,17,私立,共学,2.7800000000000002,95.935960605068,92.6578893532455
2987,2787,40,大阪薫英女学院中学校,A1特別推薦,近畿,27224,大阪府,摂津市,NA,正雀駅,7,私立,女子校,2.72,95.935960605068,99.781604463959
2988,2787,40,大阪薫英女学院中学校,B特別推薦,近畿,27224,大阪府,摂津市,NA,正雀駅,7,私立,女子校,2.72,95.935960605068,99.781604463959
2989,2787,40,大阪薫英女学院中学校,C特別推薦,近畿,27224,大阪府,摂津市,NA,正雀駅,7,私立,女子校,2.72,95.935960605068,99.781604463959
2990,2787,40,大阪薫英女学院中学校,D特別推薦,近畿,27224,大阪府,摂津市,NA,正雀駅,7,私立,女子校,2.72,95.935960605068,99.781604463959
2991,2787,40,羽衣学園中学校,1次B･文特Ⅰ,近畿,27225,大阪府,高石市,NA,東羽衣駅,4,私立,共学,3.18,95.935960605068,100
2992,2787,40,羽衣学園中学校,2次A･文特Ⅰ,近畿,27225,大阪府,高石市,NA,東羽衣駅,4,私立,共学,3.18,95.935960605068,100
2993,2787,40,羽衣学園中学校,2次B･文特Ⅰ,近畿,27225,大阪府,高石市,NA,東羽衣駅,4,私立,共学,3.18,95.935960605068,100
2994,2787,40,羽衣学園中学校,適性･文特Ⅰ,近畿,27225,大阪府,高石市,NA,東羽衣駅,4,私立,共学,3.18,95.935960605068,100
2995,2787,40,羽衣学園中学校,適性･文特Ⅱ,近畿,27225,大阪府,高石市,NA,東羽衣駅,4,私立,共学,3.18,95.935960605068,100
2996,2787,40,樟蔭中学校,A身体表現,近畿,27227,大阪府,東大阪市,NA,河内小阪駅,6,私立,女子校,2.94,95.935960605068,99.7611045876017
2997,2787,40,樟蔭中学校,A総合進学,近畿,27227,大阪府,東大阪市,NA,河内小阪駅,6,私立,女子校,2.94,95.935960605068,99.7611045876017
2998,2787,40,樟蔭中学校,ﾁｬﾚﾝｼﾞ･身体表現,近畿,27227,大阪府,東大阪市,NA,河内小阪駅,6,私立,女子校,2.94,95.935960605068,99.7611045876017
2999,2787,40,樟蔭中学校,ﾁｬﾚﾝｼﾞ･総合進学,近畿,27227,大阪府,東大阪市,NA,河内小阪駅,6,私立,女子校,2.94,95.935960605068,99.7611045876017
3000,2787,40,神戸国際中学校,BⅡ･思考力,近畿,28100,兵庫県,神戸市,須磨区,妙法寺駅,NA,私立,女子校,3.05,78.7931642111018,93.9352274396257
3001,2787,40,神戸龍谷中学校,Aｱﾄﾞﾊﾞﾝｽ,近畿,28100,兵庫県,神戸市,中央区,新神戸駅,23,私立,共学,3.24,78.7931642111018,93.9352274396257
3002,2787,40,神戸龍谷中学校,Bｴｷｽﾊﾟｰﾄ,近畿,28100,兵庫県,神戸市,中央区,新神戸駅,23,私立,共学,3.24,78.7931642111018,93.9352274396257
3003,2787,40,神戸龍谷中学校,Cｴｷｽﾊﾟｰﾄ,近畿,28100,兵庫県,神戸市,中央区,新神戸駅,23,私立,共学,3.24,78.7931642111018,93.9352274396257
3004,2787,40,報徳学園中学校,1次Ⅰ進特色,近畿,28204,兵庫県,西宮市,NA,甲東園駅,17,私立,男子校,3.3099999999999996,78.7931642111018,93.6507773066413
3005,2787,40,武庫川女子大学附属中学校,SOAR探究 B方式,近畿,28204,兵庫県,西宮市,NA,鳴尾・武庫川女子大前駅,16,私立,女子校,3.16,78.7931642111018,93.6507773066413
3006,2787,40,武庫川女子大学附属中学校,SOAR探究 ﾌﾟﾛｸﾞﾗﾐﾝｸﾞ,近畿,28204,兵庫県,西宮市,NA,鳴尾・武庫川女子大前駅,16,私立,女子校,3.16,78.7931642111018,93.6507773066413
3007,2787,40,小林聖心女子学院中学校,A,近畿,28214,兵庫県,宝塚市,NA,小林駅,10,私立,女子校,3.23,78.7931642111018,94.7684072922555
3008,2787,40,京都精華学園中学校,一般A,近畿,26100,京都府,京都市,左京区,出町柳駅,7,私立,女子校,2.9499999999999997,84.4101847610263,95.5079615473693
3009,2787,40,京都精華学園中学校,一般B,近畿,26100,京都府,京都市,左京区,出町柳駅,7,私立,女子校,2.9499999999999997,84.4101847610263,95.5079615473693
3010,2787,40,京都文教中学校,Aβ,近畿,26100,京都府,京都市,左京区,東山駅,5,私立,共学,2.9899999999999998,84.4101847610263,95.5079615473693
3011,2787,40,京都光華中学校,ひかり成長型,近畿,26100,京都府,京都市,右京区,西京極駅,7,私立,女子校,3.18,84.4101847610263,95.5079615473693
3012,2787,40,京都聖母学院中学校,A1･Ⅰ類,近畿,26100,京都府,京都市,伏見区,藤森駅,6,私立,女子校,3.4099999999999997,84.4101847610263,95.5079615473693
3013,2787,40,京都聖母学院中学校,A1･GSC,近畿,26100,京都府,京都市,伏見区,藤森駅,6,私立,女子校,3.4099999999999997,84.4101847610263,95.5079615473693
3014,2787,40,京都聖母学院中学校,A2･Ⅰ類,近畿,26100,京都府,京都市,伏見区,藤森駅,6,私立,女子校,3.4099999999999997,84.4101847610263,95.5079615473693
3015,2787,40,京都共栄学園中学校,一般,近畿,26201,京都府,福知山市,NA,福知山駅,23,私立,共学,3.09,84.4101847610263,50.4760303210618
3016,2787,40,奈良育英中学校,後期,近畿,29201,奈良県,奈良市,NA,近鉄奈良駅,11,私立,共学,3,67.0351906003369,87.0518568649014
3017,2787,40,奈良育英中学校,中期,近畿,29201,奈良県,奈良市,NA,近鉄奈良駅,11,私立,共学,3,67.0351906003369,87.0518568649014
3018,2787,40,育英西中学校,A特設専願,近畿,29201,奈良県,奈良市,NA,富雄駅,24,私立,女子校,3.32,67.0351906003369,87.0518568649014
3019,2787,40,智辯学園中学校,一般入試A,近畿,29207,奈良県,五條市,NA,五条駅,29,私立,共学,3.24,67.0351906003369,20.7362051061697
3020,2787,40,智辯学園中学校,自己推薦,近畿,29207,奈良県,五條市,NA,五条駅,29,私立,共学,3.24,67.0351906003369,20.7362051061697
3021,2787,40,就実中学校,1期･2教科型未来創造,中国,33100,岡山県,岡山市,北区,城下駅,9,私立,共学,3.61,48.6021736551806,69.7364807897435
3022,2787,40,金光学園中学校,教科型入試･専願,中国,33216,岡山県,浅口市,NA,金光駅,11,私立,共学,3.4899999999999998,48.6021736551806,0
3023,2787,40,金光学園中学校,教科型入試･併願,中国,33216,岡山県,浅口市,NA,金光駅,11,私立,共学,3.4899999999999998,48.6021736551806,0
3024,2787,40,金光学園中学校,適性検査型･専願,中国,33216,岡山県,浅口市,NA,金光駅,11,私立,共学,3.4899999999999998,48.6021736551806,0
3025,2787,40,金光学園中学校,適性検査型･併願,中国,33216,岡山県,浅口市,NA,金光駅,11,私立,共学,3.4899999999999998,48.6021736551806,0
3026,2787,40,福岡女学院中学校,1月入試,九州・沖縄,40130,福岡県,福岡市,南区,博多南駅,NA,私立,女子校,2.9899999999999998,73.7395754100998,97.0081096904475
3027,2787,40,福岡女学院中学校,2月入試,九州・沖縄,40130,福岡県,福岡市,南区,博多南駅,NA,私立,女子校,2.9899999999999998,73.7395754100998,97.0081096904475
3028,2787,40,明光学園中学校,A,九州・沖縄,40202,福岡県,大牟田市,NA,吉野駅,10,私立,女子校,3.67,73.7395754100998,82.5549734456017
3029,2787,40,明光学園中学校,B,九州・沖縄,40202,福岡県,大牟田市,NA,吉野駅,10,私立,女子校,3.67,73.7395754100998,82.5549734456017
3030,2787,40,飯塚日新館中学校,NA,九州・沖縄,40205,福岡県,飯塚市,NA,新飯塚駅,18,私立,共学,3.21,73.7395754100998,37.7298914247729
3031,2787,40,ルーテル学院中学校,一般後期,九州・沖縄,43100,熊本県,熊本市,中央区,坪井川公園駅,12,私立,共学,2.72,49.8099005868374,80.7979806865936
3032,2787,40,ルーテル学院中学校,一般前期,九州・沖縄,43100,熊本県,熊本市,中央区,坪井川公園駅,12,私立,共学,2.72,49.8099005868374,80.7979806865936
3033,2787,40,ルーテル学院中学校,奨学後期,九州・沖縄,43100,熊本県,熊本市,中央区,坪井川公園駅,12,私立,共学,2.72,49.8099005868374,80.7979806865936
3034,2787,40,ルーテル学院中学校,奨学前期,九州・沖縄,43100,熊本県,熊本市,中央区,坪井川公園駅,12,私立,共学,2.72,49.8099005868374,80.7979806865936
3035,2787,40,狭山ヶ丘高等学校付属中学校,第4回,関東,11225,埼玉県,入間市,NA,武蔵藤沢駅,20,私立,共学,3.03,81.6736001764522,84.1257526553199
3036,2787,40,西武台新座中学校,第2回,関東,11230,埼玉県,新座市,NA,新座駅,NA,私立,その他,3.32,81.6736001764522,94.2704662775499
3037,2787,40,武南中学校,第1回午後,関東,11223,埼玉県,蕨市,NA,西川口駅,NA,私立,その他,3.08,81.6736001764522,100
3038,2787,40,武南中学校,第1回午前,関東,11223,埼玉県,蕨市,NA,西川口駅,NA,私立,その他,3.08,81.6736001764522,100
3039,2787,40,東洋大学附属牛久中学校,英語特別,関東,8219,茨城県,牛久市,NA,牛久駅,NA,私立,共学,3.32,40.7899312489078,81.6469976727977
3040,2787,40,東京成徳大学深谷中学校,2回,関東,11218,埼玉県,深谷市,NA,深谷駅,NA,私立,共学,2.46,81.6736001764522,47.4750120338647
3041,2787,40,本庄第一中学校,第2回一般,関東,11211,埼玉県,本庄市,NA,本庄駅,NA,私立,共学,3.16,81.6736001764522,57.42086573585
3042,2787,40,九州文化学園中学校,1次適性,九州・沖縄,42202,長崎県,佐世保市,NA,北佐世保駅,NA,私立,共学,3.67,48.1089553819695,59.9902147412046
3043,2787,40,九州文化学園中学校,2次適性,九州・沖縄,42202,長崎県,佐世保市,NA,北佐世保駅,NA,私立,共学,3.67,48.1089553819695,59.9902147412046
3044,2787,40,大阪国際中学校,1次A Ⅱ類,近畿,27209,大阪府,守口市,NA,土居駅,9,私立,共学,3,95.935960605068,100
3045,2787,40,開智望中等教育学校専願型,NA,関東,8235,茨城県,つくばみらい市,NA,新守谷駅,NA,私立,共学,NA,40.7899312489078,25.6215912736606
3046,2787,40,開智望中等教育学校適性検査型,NA,関東,8235,茨城県,つくばみらい市,NA,新守谷駅,NA,私立,共学,NA,40.7899312489078,25.6215912736606
3047,2787,40,金沢学院大学附属中学校,特進Ⅲ本校,中部,17201,石川県,金沢市,NA,野町駅,NA,私立,共学,NA,53.9028684551172,86.1775613378406
3048,2787,40,松本国際中学校,1回,中部,20202,長野県,松本市,NA,村井駅,3,私立,共学,NA,35.1508365921863,61.8109436231313
3049,2787,40,松本国際中学校,2回,中部,20202,長野県,松本市,NA,村井駅,3,私立,共学,NA,35.1508365921863,61.8109436231313
3050,2787,40,松本国際中学校,3回,中部,20202,長野県,松本市,NA,村井駅,3,私立,共学,NA,35.1508365921863,61.8109436231313
3051,2787,40,松本国際中学校,4回,中部,20202,長野県,松本市,NA,村井駅,3,私立,共学,NA,35.1508365921863,61.8109436231313
3052,3052,39,神田女学園中学校,第1回2科,関東,13101,東京都,千代田区,NA,神保町駅,7,私立,女子校,2.52,98.5507482633681,100
3053,3052,39,神田女学園中学校,第1回適性,関東,13101,東京都,千代田区,NA,神保町駅,7,私立,女子校,2.52,98.5507482633681,100
3054,3052,39,神田女学園中学校,第4回2科,関東,13101,東京都,千代田区,NA,神保町駅,7,私立,女子校,2.52,98.5507482633681,100
